Step_1,Step_2,Step_3,Step_4,Step_5,Step_6
[0.01058929],[0.01057983],[0.01057038],[0.01056093],[0.0105515],[0.01054207]
[0.01049287],[0.01048717],[0.01048147],[0.01047577],[0.01047007],[0.01046438]
[0.0104454],[0.0104501],[0.0104548],[0.0104595],[0.01046421],[0.01046892]
[0.01049465],[0.01050031],[0.01050596],[0.01051162],[0.01051728],[0.01052295]
[0.01053401],[0.01051873],[0.01050348],[0.01048825],[0.01047304],[0.01045786]
[0.01039467],[0.01040133],[0.010408],[0.01041467],[0.01042134],[0.01042801]
[0.01045724],[0.01045559],[0.01045394],[0.01045229],[0.01045064],[0.01044899]
[0.01044087],[0.01044037],[0.01043987],[0.01043936],[0.01043886],[0.01043836]
[0.01042967],[0.01042332],[0.01041698],[0.01041064],[0.0104043],[0.01039797]
[0.01036859],[0.01036911],[0.01036963],[0.01037015],[0.01037067],[0.01037119]
[0.01037751],[0.01038136],[0.01038522],[0.01038908],[0.01039294],[0.0103968]
[0.0104246],[0.010434],[0.0104434],[0.01045282],[0.01046224],[0.01047167]
[0.01051619],[0.01051568],[0.01051516],[0.01051464],[0.01051412],[0.01051361]
[0.01050066],[0.01049011],[0.01047957],[0.01046904],[0.01045852],[0.01044801]
[0.01041783],[0.01043651],[0.01045522],[0.01047396],[0.01049274],[0.01051155]
[0.01061511],[0.01063213],[0.01064917],[0.01066625],[0.01068335],[0.01070048]
[0.01077118],[0.01076457],[0.01075796],[0.01075136],[0.01074476],[0.01073816]
[0.01071704],[0.01072539],[0.01073375],[0.01074212],[0.01075049],[0.01075887]
[0.0107944],[0.01079261],[0.01079081],[0.01078901],[0.01078722],[0.01078542]
[0.01078043],[0.0107836],[0.01078677],[0.01078994],[0.0107931],[0.01079628]
[0.01080035],[0.01078997],[0.0107796],[0.01076923],[0.01075888],[0.01074854]
[0.01071615],[0.01073067],[0.01074521],[0.01075977],[0.01077435],[0.01078895]
[0.01085922],[0.01086281],[0.01086641],[0.01087],[0.01087359],[0.01087719]
[0.01088701],[0.01088047],[0.01087394],[0.01086741],[0.01086089],[0.01085437]
[0.01080353],[0.01078259],[0.01076169],[0.01074083],[0.01072001],[0.01069923]
[0.01059702],[0.0105879],[0.01057879],[0.01056968],[0.01056059],[0.0105515]
[0.01050725],[0.01050383],[0.01050041],[0.01049699],[0.01049358],[0.01049016]
[0.01049407],[0.01051341],[0.01053278],[0.01055219],[0.01057163],[0.01059111]
[0.01068859],[0.01069867],[0.01070876],[0.01071885],[0.01072896],[0.01073907]
[0.01078995],[0.01079532],[0.01080069],[0.01080606],[0.01081144],[0.01081682]
[0.0108521],[0.01086331],[0.01087452],[0.01088575],[0.01089699],[0.01090824]
[0.01096799],[0.01097692],[0.01098586],[0.01099481],[0.01100376],[0.01101272]
[0.01104564],[0.01103814],[0.01103064],[0.01102315],[0.01101566],[0.01100818]
[0.01097807],[0.01098115],[0.01098422],[0.0109873],[0.01099038],[0.01099345]
[0.01101332],[0.0110192],[0.01102509],[0.01103098],[0.01103687],[0.01104276]
[0.01106343],[0.01105969],[0.01105595],[0.01105221],[0.01104848],[0.01104474]
[0.01103571],[0.01104365],[0.01105161],[0.01105956],[0.01106753],[0.01107549]
[0.01110656],[0.01110136],[0.01109616],[0.01109097],[0.01108578],[0.0110806]
[0.01103493],[0.01101287],[0.01099086],[0.01096889],[0.01094697],[0.01092509]
[0.01083328],[0.01083917],[0.01084507],[0.01085096],[0.01085686],[0.01086277]
[0.01089067],[0.01089256],[0.01089445],[0.01089634],[0.01089823],[0.01090012]
[0.01091212],[0.01091562],[0.01091911],[0.01092261],[0.01092611],[0.01092961]
[0.01094038],[0.01093535],[0.01093033],[0.01092531],[0.01092029],[0.01091528]
[0.01090023],[0.01090806],[0.0109159],[0.01092375],[0.0109316],[0.01093946]
[0.01097242],[0.01097607],[0.01097973],[0.01098338],[0.01098703],[0.01099069]
[0.01100627],[0.01100495],[0.01100363],[0.0110023],[0.01100098],[0.01099966]
[0.01098361],[0.01097358],[0.01096356],[0.01095355],[0.01094354],[0.01093355]
[0.01089907],[0.01091028],[0.01092149],[0.01093272],[0.01094395],[0.0109552]
[0.01100464],[0.01100258],[0.01100053],[0.01099847],[0.01099641],[0.01099436]
[0.01098397],[0.01098313],[0.01098228],[0.01098144],[0.0109806],[0.01097976]
[0.01097277],[0.01096947],[0.01096618],[0.01096289],[0.0109596],[0.01095631]
[0.01093825],[0.01093561],[0.01093298],[0.01093034],[0.0109277],[0.01092507]
[0.01091945],[0.01092623],[0.01093301],[0.01093979],[0.01094658],[0.01095337]
[0.0110002],[0.01101481],[0.01102944],[0.01104409],[0.01105875],[0.01107344]
[0.01114092],[0.01113892],[0.01113692],[0.01113493],[0.01113293],[0.01113093]
[0.01112112],[0.01112062],[0.01112012],[0.01111962],[0.01111912],[0.01111861]
[0.01110879],[0.01110132],[0.01109386],[0.01108641],[0.01107896],[0.01107151]
[0.01104741],[0.01105827],[0.01106915],[0.01108004],[0.01109094],[0.01110184]
[0.0111584],[0.01116365],[0.0111689],[0.01117416],[0.01117942],[0.01118468]
[0.01120263],[0.0111969],[0.01119118],[0.01118545],[0.01117973],[0.01117401]
[0.01114223],[0.01113648],[0.01113073],[0.01112499],[0.01111925],[0.01111352]
[0.01109643],[0.0111054],[0.01111437],[0.01112335],[0.01113233],[0.01114132]
[0.01117503],[0.01116745],[0.01115987],[0.0111523],[0.01114473],[0.01113717]
[0.01110092],[0.0110991],[0.01109729],[0.01109547],[0.01109365],[0.01109184]
[0.01106763],[0.01105177],[0.01103593],[0.01102012],[0.01100433],[0.01098856]
[0.01091907],[0.01092114],[0.0109232],[0.01092526],[0.01092733],[0.01092939]
[0.01093526],[0.01093179],[0.01092832],[0.01092485],[0.01092138],[0.01091791]
[0.01090255],[0.01090318],[0.01090382],[0.01090445],[0.01090508],[0.01090571]
[0.01090779],[0.01090698],[0.01090617],[0.01090536],[0.01090455],[0.01090374]
[0.01090075],[0.01090154],[0.01090234],[0.01090313],[0.01090392],[0.01090471]
[0.01092001],[0.01093166],[0.01094332],[0.010955],[0.01096669],[0.01097839]
[0.01103268],[0.0110328],[0.01103293],[0.01103306],[0.01103318],[0.01103331]
[0.01102537],[0.01101684],[0.01100832],[0.01099981],[0.0109913],[0.01098281]
[0.01094577],[0.01094785],[0.01094993],[0.01095202],[0.0109541],[0.01095618]
[0.01096281],[0.01095979],[0.01095676],[0.01095374],[0.01095072],[0.01094769]
[0.01107785],[0.01122397],[0.01137201],[0.01152201],[0.01167399],[0.01182797]
[0.01098728],[0.01098608],[0.01098488],[0.01098369],[0.01098249],[0.01098129]
[0.01098269],[0.01098966],[0.01099664],[0.01100362],[0.01101061],[0.01101761]
[0.01105864],[0.01106738],[0.01107612],[0.01108487],[0.01109363],[0.01110239]
[0.01115445],[0.01116551],[0.01117659],[0.01118768],[0.01119878],[0.01120989]
[0.01125437],[0.01124693],[0.0112395],[0.01123206],[0.01122464],[0.01121722]
[0.01117534],[0.01116783],[0.01116033],[0.01115283],[0.01114533],[0.01113784]
[0.01110679],[0.01111078],[0.01111477],[0.01111877],[0.01112277],[0.01112677]
[0.01114791],[0.01115029],[0.01115267],[0.01115505],[0.01115743],[0.01115982]
[0.01118647],[0.01120086],[0.01121526],[0.01122968],[0.01124412],[0.01125858]
[0.01133397],[0.01134014],[0.01134632],[0.01135251],[0.01135869],[0.01136488]
[0.01138301],[0.01137185],[0.01136069],[0.01134955],[0.01133842],[0.0113273]
[0.01128098],[0.01128683],[0.01129267],[0.01129853],[0.01130438],[0.01131024]
[0.01132487],[0.01131189],[0.01129893],[0.01128598],[0.01127305],[0.01126013]
[0.01119934],[0.01119897],[0.0111986],[0.01119823],[0.01119786],[0.01119749]
[0.01119384],[0.01119193],[0.01119002],[0.01118811],[0.0111862],[0.01118429]
[0.01119126],[0.01120726],[0.01122328],[0.01123933],[0.0112554],[0.01127149]
[0.01134659],[0.01134563],[0.01134468],[0.01134372],[0.01134277],[0.01134181]
[0.01133403],[0.01133079],[0.01132756],[0.01132432],[0.01132109],[0.01131786]
[0.01130849],[0.01131459],[0.01132069],[0.0113268],[0.0113329],[0.01133901]
[0.01136907],[0.01136975],[0.01137043],[0.01137111],[0.01137179],[0.01137247]
[0.0113741],[0.01137243],[0.01137076],[0.0113691],[0.01136743],[0.01136577]
[0.01135919],[0.01136065],[0.01136211],[0.01136357],[0.01136503],[0.01136649]
[0.01136448],[0.01135535],[0.01134623],[0.01133712],[0.01132802],[0.01131892]
[0.01128699],[0.01129933],[0.01131169],[0.01132406],[0.01133644],[0.01134883]
[0.01139757],[0.01138726],[0.01137697],[0.01136668],[0.01135641],[0.01134614]
[0.01128902],[0.01128158],[0.01127416],[0.01126673],[0.01125931],[0.0112519]
[0.01122465],[0.01123253],[0.01124041],[0.01124829],[0.01125618],[0.01126407]
[0.01130228],[0.01130132],[0.01130035],[0.01129939],[0.01129842],[0.01129746]
[0.01129228],[0.01129188],[0.01129149],[0.01129109],[0.0112907],[0.0112903]
[0.01128347],[0.01127862],[0.01127377],[0.01126892],[0.01126407],[0.01125923]
[0.0112442],[0.01125338],[0.01126256],[0.01127175],[0.01128095],[0.01129016]
[0.01134921],[0.01136194],[0.01137468],[0.01138744],[0.01140022],[0.01141301]
[0.01147005],[0.0114629],[0.01145576],[0.01144862],[0.01144148],[0.01143435]
[0.01139548],[0.01139195],[0.01138842],[0.01138489],[0.01138136],[0.01137783]
[0.01133794],[0.01131558],[0.01129326],[0.01127099],[0.01124877],[0.01122659]
[0.01112061],[0.01112314],[0.01112567],[0.01112819],[0.01113072],[0.01113325]
[0.01113539],[0.01112548],[0.01111558],[0.01110569],[0.01109581],[0.01108594]
[0.01103627],[0.01103359],[0.0110309],[0.01102822],[0.01102554],[0.01102286]
[0.01100974],[0.01100943],[0.01100913],[0.01100882],[0.01100852],[0.01100822]
[0.01101292],[0.01101908],[0.01102525],[0.01103143],[0.01103761],[0.01104379]
[0.0110691],[0.01106433],[0.01105957],[0.01105481],[0.01105005],[0.01104529]
[0.01102113],[0.01102163],[0.01102212],[0.01102261],[0.01102311],[0.0110236]
[0.01101908],[0.01101215],[0.01100521],[0.01099829],[0.01099136],[0.01098445]
[0.01095014],[0.01094984],[0.01094955],[0.01094926],[0.01094897],[0.01094867]
[0.01095627],[0.01096532],[0.01097438],[0.01098345],[0.01099253],[0.01100161]
[0.01103999],[0.01103293],[0.01102587],[0.01101882],[0.01101177],[0.01100473]
[0.01096438],[0.010959],[0.01095363],[0.01094826],[0.01094289],[0.01093753]
[0.0109058],[0.01090083],[0.01089586],[0.01089089],[0.01088592],[0.01088096]
[0.01085826],[0.01086035],[0.01086245],[0.01086454],[0.01086663],[0.01086873]
[0.01088402],[0.01088878],[0.01089354],[0.0108983],[0.01090306],[0.01090783]
[0.01092985],[0.01092814],[0.01092643],[0.01092471],[0.010923],[0.01092129]
[0.01091574],[0.01091906],[0.01092239],[0.01092572],[0.01092905],[0.01093238]
[0.01093938],[0.01092897],[0.01091858],[0.0109082],[0.01089783],[0.01088747]
[0.01084476],[0.01085608],[0.0108674],[0.01087874],[0.01089009],[0.01090145]
[0.01096446],[0.01096846],[0.01097246],[0.01097646],[0.01098047],[0.01098447]
[0.01100793],[0.01101069],[0.01101346],[0.01101623],[0.011019],[0.01102177]
[0.01102918],[0.01102225],[0.01101532],[0.01100839],[0.01100147],[0.01099455]
[0.01094729],[0.0109359],[0.01092453],[0.01091316],[0.01090181],[0.01089046]
[0.01082385],[0.01081593],[0.01080802],[0.01080012],[0.01079222],[0.01078433]
[0.0107517],[0.0107596],[0.0107675],[0.01077541],[0.01078332],[0.01079124]
[0.01082803],[0.01082401],[0.01081999],[0.01081598],[0.01081196],[0.01080795]
[0.01079291],[0.01079848],[0.01080404],[0.01080961],[0.01081518],[0.01082076]
[0.01083171],[0.01081396],[0.01079624],[0.01077855],[0.0107609],[0.01074327]
[0.01066003],[0.01066649],[0.01067296],[0.01067943],[0.0106859],[0.01069238]
[0.01074192],[0.01075873],[0.01077557],[0.01079243],[0.01080932],[0.01082624]
[0.0109078],[0.01090412],[0.01090045],[0.01089677],[0.0108931],[0.01088943]
[0.01088533],[0.01089932],[0.01091332],[0.01092735],[0.01094139],[0.01095545]
[0.01103301],[0.01104103],[0.01104906],[0.01105709],[0.01106513],[0.01107317]
[0.0111091],[0.0111056],[0.01110209],[0.01109859],[0.01109508],[0.01109158]
[0.01106971],[0.01106469],[0.01105967],[0.01105466],[0.01104964],[0.01104464]
[0.0110322],[0.01104399],[0.0110558],[0.01106762],[0.01107945],[0.0110913]
[0.01115008],[0.01115123],[0.01115238],[0.01115354],[0.01115469],[0.01115584]
[0.01117489],[0.01118836],[0.01120183],[0.01121533],[0.01122884],[0.01124237]
[0.01130227],[0.01129544],[0.01128861],[0.01128179],[0.01127496],[0.01126815]
[0.01125438],[0.01127384],[0.01129334],[0.01131287],[0.01133243],[0.01135203]
[0.01145601],[0.01146472],[0.01147343],[0.01148214],[0.01149087],[0.0114996]
[0.01154828],[0.01155546],[0.01156265],[0.01156984],[0.01157704],[0.01158425]
[0.01161169],[0.01160434],[0.01159698],[0.01158964],[0.01158229],[0.01157496]
[0.01153095],[0.01152314],[0.01151534],[0.01150754],[0.01149975],[0.01149196]
[0.01145258],[0.01145232],[0.01145205],[0.01145179],[0.01145152],[0.01145126]
[0.01144358],[0.01143725],[0.01143091],[0.01142458],[0.01141826],[0.01141193]
[0.01138682],[0.01139361],[0.01140041],[0.01140722],[0.01141403],[0.01142084]
[0.01145411],[0.01145303],[0.01145195],[0.01145087],[0.01144979],[0.01144871]
[0.01144138],[0.0114395],[0.01143762],[0.01143575],[0.01143387],[0.01143199]
[0.01141815],[0.0114138],[0.01140946],[0.01140511],[0.01140077],[0.01139643]
[0.01137031],[0.01136643],[0.01136255],[0.01135867],[0.0113548],[0.01135092]
[0.01132149],[0.01131175],[0.01130202],[0.0112923],[0.01128258],[0.01127288]
[0.0112374],[0.01125115],[0.01126491],[0.0112787],[0.0112925],[0.01130631]
[0.01136993],[0.0113635],[0.01135706],[0.01135063],[0.01134421],[0.01133779]
[0.01130997],[0.01131449],[0.01131902],[0.01132355],[0.01132808],[0.01133261]
[0.01136024],[0.01136483],[0.01136941],[0.011374],[0.01137859],[0.01138318]
[0.01141979],[0.01143166],[0.01144354],[0.01145543],[0.01146734],[0.01147926]
[0.01153931],[0.01153892],[0.01153853],[0.01153814],[0.01153775],[0.01153736]
[0.01153909],[0.01154289],[0.01154668],[0.01155048],[0.01155428],[0.01155808]
[0.01156995],[0.01156244],[0.01155494],[0.01154744],[0.01153995],[0.01153246]
[0.01149026],[0.01148627],[0.01148227],[0.01147828],[0.01147428],[0.01147029]
[0.011462],[0.01147394],[0.01148589],[0.01149785],[0.01150983],[0.01152182]
[0.01158937],[0.01159576],[0.01160216],[0.01160856],[0.01161497],[0.01162137]
[0.01164924],[0.01164435],[0.01163945],[0.01163456],[0.01162967],[0.01162479]
[0.01159678],[0.01159377],[0.01159076],[0.01158775],[0.01158474],[0.01158173]
[0.01156731],[0.01156831],[0.01156931],[0.01157031],[0.01157131],[0.01157231]
[0.01159323],[0.01160904],[0.01162488],[0.01164074],[0.01165662],[0.01167252]
[0.01175871],[0.01176212],[0.01176554],[0.01176895],[0.01177237],[0.01177579]
[0.01178669],[0.0117801],[0.01177351],[0.01176692],[0.01176034],[0.01175376]
[0.01170277],[0.01168565],[0.01166855],[0.01165148],[0.01163443],[0.01161741]
[0.0115359],[0.01154095],[0.011546],[0.01155105],[0.0115561],[0.01156116]
[0.01159108],[0.01159572],[0.01160035],[0.01160499],[0.01160963],[0.01161427]
[0.01162194],[0.01160623],[0.01159054],[0.01157487],[0.01155923],[0.0115436]
[0.01148002],[0.01149455],[0.01150911],[0.01152368],[0.01153828],[0.01155289]
[0.01162119],[0.01161552],[0.01160985],[0.01160418],[0.01159852],[0.01159286]
[0.01157327],[0.01158223],[0.0115912],[0.01160017],[0.01160916],[0.01161815]
[0.011674],[0.01168511],[0.01169622],[0.01170735],[0.01171849],[0.01172964]
[0.01179338],[0.01180151],[0.01180966],[0.01181781],[0.01182597],[0.01183413]
[0.01185888],[0.01184305],[0.01182723],[0.01181144],[0.01179567],[0.01177991]
[0.01169686],[0.01169134],[0.01168581],[0.0116803],[0.01167478],[0.01166927]
[0.01163524],[0.01162812],[0.01162101],[0.0116139],[0.0116068],[0.0115997]
[0.01156854],[0.01157226],[0.01157597],[0.01157969],[0.01158341],[0.01158713]
[0.01160883],[0.01161211],[0.01161539],[0.01161868],[0.01162196],[0.01162525]
[0.0116538],[0.01166568],[0.01167757],[0.01168948],[0.0117014],[0.01171333]
[0.011777],[0.01178031],[0.01178363],[0.01178694],[0.01179026],[0.01179357]
[0.01181947],[0.01182863],[0.0118378],[0.01184698],[0.01185617],[0.01186536]
[0.01190823],[0.01190446],[0.01190069],[0.01189691],[0.01189315],[0.01188938]
[0.01185541],[0.01184051],[0.01182562],[0.01181076],[0.01179591],[0.01178108]
[0.01170331],[0.01170039],[0.01169748],[0.01169457],[0.01169165],[0.01168874]
[0.0116703],[0.0116665],[0.01166269],[0.01165889],[0.01165509],[0.01165129]
[0.01163557],[0.01163914],[0.0116427],[0.01164626],[0.01164983],[0.01165339]
[0.0116875],[0.0117034],[0.01171932],[0.01173525],[0.01175122],[0.0117672]
[0.01185005],[0.01185132],[0.01185259],[0.01185385],[0.01185512],[0.01185638]
[0.01186125],[0.01185976],[0.01185827],[0.01185677],[0.01185528],[0.01185379]
[0.01184204],[0.01183793],[0.01183381],[0.01182969],[0.01182558],[0.01182147]
[0.01179601],[0.01179165],[0.0117873],[0.01178294],[0.01177858],[0.01177423]
[0.01175733],[0.01176283],[0.01176833],[0.01177384],[0.01177934],[0.01178485]
[0.01182096],[0.0118286],[0.01183625],[0.01184391],[0.01185157],[0.01185923]
[0.0118922],[0.01188544],[0.01187868],[0.01187192],[0.01186516],[0.01185841]
[0.01183013],[0.01183667],[0.01184321],[0.01184975],[0.0118563],[0.01186286]
[0.01189574],[0.01189473],[0.01189372],[0.01189271],[0.01189171],[0.0118907]
[0.01188731],[0.01188915],[0.011891],[0.01189284],[0.01189468],[0.01189653]
[0.01190745],[0.01190877],[0.0119101],[0.01191142],[0.01191274],[0.01191406]
[0.0119144],[0.0119078],[0.0119012],[0.01189461],[0.01188802],[0.01188143]
[0.01183825],[0.0118301],[0.01182195],[0.01181381],[0.01180568],[0.01179755]
[0.01176203],[0.01177002],[0.01177802],[0.01178602],[0.01179402],[0.01180203]
[0.01183835],[0.01183176],[0.01182517],[0.01181859],[0.01181201],[0.01180543]
[0.01176342],[0.01175648],[0.01174955],[0.01174262],[0.0117357],[0.01172878]
[0.0116903],[0.01168863],[0.01168696],[0.01168529],[0.01168362],[0.01168195]
[0.011669],[0.01166494],[0.01166088],[0.01165681],[0.01165276],[0.0116487]
[0.01162793],[0.01162889],[0.01162986],[0.01163082],[0.01163179],[0.01163275]
[0.01163827],[0.01163854],[0.01163882],[0.01163909],[0.01163937],[0.01163964]
[0.01164508],[0.01164903],[0.01165298],[0.01165692],[0.01166088],[0.01166483]
[0.01168625],[0.01168608],[0.01168591],[0.01168575],[0.01168558],[0.01168541]
[0.01167331],[0.01166215],[0.01165101],[0.01163987],[0.01162874],[0.01161762]
[0.01155759],[0.0115594],[0.0115612],[0.01156301],[0.01156482],[0.01156663]
[0.01158853],[0.01160048],[0.01161245],[0.01162442],[0.01163641],[0.01164841]
[0.01171651],[0.01171853],[0.01172055],[0.01172257],[0.01172459],[0.01172661]
[0.01175173],[0.01176575],[0.01177978],[0.01179383],[0.01180789],[0.01182197]
[0.01190748],[0.0119154],[0.01192333],[0.01193126],[0.0119392],[0.01194714]
[0.01198467],[0.01197871],[0.01197275],[0.0119668],[0.01196086],[0.01195491]
[0.01191506],[0.0119076],[0.01190015],[0.0118927],[0.01188526],[0.01187782]
[0.01183554],[0.01183256],[0.01182958],[0.0118266],[0.01182362],[0.01182064]
[0.01181591],[0.0118171],[0.01181829],[0.01181949],[0.01182068],[0.01182187]
[0.0118204],[0.01181243],[0.01180446],[0.0117965],[0.01178854],[0.01178059]
[0.01172908],[0.0117215],[0.01171392],[0.01170634],[0.01169877],[0.0116912]
[0.01165108],[0.01165239],[0.01165369],[0.01165499],[0.0116563],[0.0116576]
[0.01165912],[0.01165348],[0.01164785],[0.01164222],[0.01163659],[0.01163097]
[0.01159814],[0.01159639],[0.01159463],[0.01159288],[0.01159113],[0.01158939]
[0.01159621],[0.01161295],[0.01162971],[0.01164649],[0.0116633],[0.01168013]
[0.01177052],[0.01176613],[0.01176174],[0.01175735],[0.01175296],[0.01174858]
[0.01171806],[0.01171155],[0.01170506],[0.01169856],[0.01169207],[0.01168558]
[0.01164018],[0.01163039],[0.01162062],[0.01161085],[0.01160109],[0.01159134]
[0.0115197],[0.01150152],[0.01148336],[0.01146524],[0.01144714],[0.01142907]
[0.01133664],[0.01134136],[0.01134609],[0.01135082],[0.01135555],[0.01136028]
[0.01137216],[0.01135907],[0.01134601],[0.01133295],[0.01131991],[0.01130689]
[0.01121927],[0.01120031],[0.01118138],[0.01116249],[0.01114363],[0.0111248]
[0.01102244],[0.01101699],[0.01101155],[0.01100611],[0.01100067],[0.01099523]
[0.01096512],[0.01096259],[0.01096006],[0.01095753],[0.010955],[0.01095247]
[0.01092787],[0.0109162],[0.01090456],[0.01089292],[0.01088129],[0.01086968]
[0.01080692],[0.01080366],[0.01080041],[0.01079715],[0.0107939],[0.01079065]
[0.01077507],[0.01077611],[0.01077716],[0.0107782],[0.01077924],[0.01078029]
[0.01079771],[0.01080974],[0.01082178],[0.01083383],[0.0108459],[0.01085799]
[0.01091262],[0.01090395],[0.01089527],[0.01088661],[0.01087795],[0.0108693]
[0.01082823],[0.01083183],[0.01083543],[0.01083903],[0.01084263],[0.01084623]
[0.01086693],[0.01086898],[0.01087103],[0.01087307],[0.01087512],[0.01087717]
[0.01088735],[0.01088727],[0.01088719],[0.01088712],[0.01088704],[0.01088696]
[0.01089472],[0.01090288],[0.01091105],[0.01091923],[0.01092741],[0.0109356]
[0.01097833],[0.01097817],[0.01097801],[0.01097785],[0.01097769],[0.01097753]
[0.01098577],[0.01099488],[0.01100399],[0.01101311],[0.01102224],[0.01103137]
[0.01108495],[0.01108981],[0.01109467],[0.01109953],[0.0111044],[0.01110926]
[0.01113456],[0.01113395],[0.01113334],[0.01113272],[0.01113211],[0.0111315]
[0.01112575],[0.01112325],[0.01112076],[0.01111826],[0.01111577],[0.01111328]
[0.01110152],[0.01110313],[0.01110475],[0.01110637],[0.01110799],[0.01110961]
[0.01111613],[0.01111383],[0.01111153],[0.01110923],[0.01110694],[0.01110464]
[0.0110894],[0.01108669],[0.01108398],[0.01108127],[0.01107856],[0.01107585]
[0.01105662],[0.01105222],[0.01104783],[0.01104344],[0.01103905],[0.01103466]
[0.01100774],[0.01100489],[0.01100205],[0.01099921],[0.01099637],[0.01099353]
[0.01097625],[0.01097455],[0.01097285],[0.01097116],[0.01096946],[0.01096777]
[0.01095475],[0.010952],[0.01094924],[0.01094648],[0.01094373],[0.01094097]
[0.01092558],[0.01092711],[0.01092864],[0.01093016],[0.01093169],[0.01093322]
[0.01096109],[0.01097973],[0.0109984],[0.0110171],[0.01103584],[0.01105461]
[0.01115907],[0.01115872],[0.01115837],[0.01115802],[0.01115767],[0.01115732]
[0.01115666],[0.01115782],[0.01115899],[0.01116016],[0.01116132],[0.01116249]
[0.01115763],[0.01114656],[0.0111355],[0.01112446],[0.01111342],[0.0111024]
[0.01104351],[0.01104292],[0.01104234],[0.01104176],[0.01104118],[0.0110406]
[0.0110447],[0.01105188],[0.01105907],[0.01106626],[0.01107345],[0.01108065]
[0.01112496],[0.01113092],[0.01113689],[0.01114286],[0.01114883],[0.0111548]
[0.01117995],[0.01117324],[0.01116653],[0.01115983],[0.01115313],[0.01114643]
[0.01109584],[0.01108101],[0.0110662],[0.01105141],[0.01103664],[0.01102188]
[0.01094263],[0.01094141],[0.0109402],[0.01093898],[0.01093777],[0.01093655]
[0.01092414],[0.01091809],[0.01091206],[0.01090602],[0.01089999],[0.01089396]
[0.01086178],[0.01086124],[0.0108607],[0.01086016],[0.01085962],[0.01085908]
[0.01086413],[0.01087205],[0.01087997],[0.01088791],[0.01089584],[0.01090379]
[0.01094224],[0.01093817],[0.0109341],[0.01093003],[0.01092596],[0.01092189]
[0.01090094],[0.0109017],[0.01090246],[0.01090322],[0.01090398],[0.01090474]
[0.01091296],[0.01091711],[0.01092125],[0.0109254],[0.01092954],[0.01093369]
[0.01095214],[0.01094799],[0.01094385],[0.01093971],[0.01093557],[0.01093143]
[0.01091302],[0.0109172],[0.01092139],[0.01092557],[0.01092976],[0.01093394]
[0.01096865],[0.01098047],[0.0109923],[0.01100414],[0.01101599],[0.01102786]
[0.01109348],[0.01109381],[0.01109413],[0.01109446],[0.01109479],[0.01109511]
[0.01109865],[0.01110041],[0.01110216],[0.01110392],[0.01110568],[0.01110744]
[0.01114907],[0.01118117],[0.01121336],[0.01124564],[0.01127802],[0.0113105]
[0.01148718],[0.01149702],[0.01150686],[0.01151672],[0.01152658],[0.01153646]
[0.01157717],[0.01157024],[0.01156331],[0.01155638],[0.01154946],[0.01154255]
[0.01149364],[0.01148022],[0.01146681],[0.01145342],[0.01144004],[0.01142668]
[0.01135366],[0.01134867],[0.01134369],[0.0113387],[0.01133372],[0.01132874]
[0.01130039],[0.01129669],[0.01129299],[0.0112893],[0.0112856],[0.01128191]
[0.01125715],[0.011251],[0.01124486],[0.01123871],[0.01123257],[0.01122644]
[0.01119423],[0.01119353],[0.01119284],[0.01119214],[0.01119144],[0.01119074]
[0.01117646],[0.01116577],[0.01115509],[0.01114442],[0.01113377],[0.01112312]
[0.01107412],[0.01107989],[0.01108566],[0.01109143],[0.0110972],[0.01110298]
[0.01112405],[0.01111663],[0.01110921],[0.0111018],[0.0110944],[0.011087]
[0.01104053],[0.01103217],[0.01102381],[0.01101546],[0.01100711],[0.01099877]
[0.01097176],[0.01098787],[0.011004],[0.01102016],[0.01103634],[0.01105254]
[0.01114547],[0.01115504],[0.01116461],[0.01117419],[0.01118377],[0.01119337]
[0.01124228],[0.01124244],[0.01124259],[0.01124275],[0.01124291],[0.01124307]
[0.01123082],[0.01121778],[0.01120477],[0.01119177],[0.01117878],[0.01116581]
[0.01110196],[0.01110363],[0.0111053],[0.01110697],[0.01110865],[0.01111032]
[0.01111989],[0.01112104],[0.01112219],[0.01112335],[0.0111245],[0.01112565]
[0.01114425],[0.01115697],[0.01116972],[0.01118247],[0.01119525],[0.01120803]
[0.0112621],[0.01125073],[0.01123936],[0.01122801],[0.01121667],[0.01120534]
[0.01113032],[0.01111248],[0.01109468],[0.01107691],[0.01105916],[0.01104144]
[0.01095611],[0.01095862],[0.01096113],[0.01096363],[0.01096614],[0.01096865]
[0.01097828],[0.0109756],[0.01097292],[0.01097024],[0.01096757],[0.01096489]
[0.01095069],[0.01094973],[0.01094877],[0.01094781],[0.01094685],[0.01094589]
[0.01093293],[0.01092478],[0.01091663],[0.01090848],[0.01090034],[0.01089221]
[0.01084783],[0.01084416],[0.01084049],[0.01083682],[0.01083315],[0.01082949]
[0.01080963],[0.01080819],[0.01080675],[0.0108053],[0.01080386],[0.01080242]
[0.01079412],[0.01079314],[0.01079215],[0.01079116],[0.01079018],[0.01078919]
[0.01078028],[0.01077639],[0.0107725],[0.01076862],[0.01076473],[0.01076084]
[0.01074385],[0.01074658],[0.0107493],[0.01075203],[0.01075476],[0.0107575]
[0.01077192],[0.01077241],[0.0107729],[0.01077339],[0.01077388],[0.01077437]
[0.01078445],[0.01079201],[0.01079958],[0.01080715],[0.01081473],[0.01082231]
